run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
diverge1000,0.000180285,1.746e-05,1.6261e-05,1.5609e-05,1.51e-05,1.501e-05,1.5214e-05,1.7718e-05,1.4575e-05,1.4577e-05,1.5009e-05,1.4824e-05,1.4292e-05,1.4425e-05,1.4258e-05,1.4438e-05,1.4628e-05,1.4345e-05,1.4538e-05,1.4399e-05,1.4405e-05,1.4308e-05,1.4512e-05,1.4374e-05,1.4474e-05,2.0891e-05,1.4737e-05,1.5046e-05,1.4262e-05,1.436e-05,1.4276e-05,1.4405e-05,1.5064e-05,1.439e-05,1.443e-05,1.4171e-05,1.4338e-05,1.4599e-05,1.4749e-05,1.4305e-05,1.4346e-05,1.4512e-05,1.4386e-05,1.4695e-05,1.4311e-05,1.4276e-05,1.4328e-05,1.431e-05,1.4539e-05,1.665e-05,1.6344e-05,1.6173e-05,1.6392e-05,1.6136e-05,1.6014e-05,1.6016e-05,1.5989e-05,1.5948e-05,1.4919e-05,1.5427e-05,1.4684e-05,1.4429e-05,1.4435e-05,1.447e-05,1.8719e-05,1.4402e-05,1.4441e-05,1.4332e-05,1.4387e-05,1.4533e-05,1.4145e-05,1.432e-05,1.4989e-05,1.427e-05,1.4596e-05,1.4503e-05,1.442e-05,1.4488e-05,1.4322e-05,1.441e-05,1.4757e-05,1.4254e-05,1.4674e-05,1.4507e-05,1.4298e-05,1.4706e-05,1.4226e-05,1.4222e-05,1.4325e-05,1.4339e-05,1.4414e-05,1.4142e-05,1.4193e-05,1.423e-05,1.4174e-05,1.412e-05,1.4614e-05,1.418e-05,1.4241e-05,1.4107e-05
diverge10000,0.00411006,3.0897e-05,4.3437e-05,2.7461e-05,2.9689e-05,2.6361e-05,2.6465e-05,3.0154e-05,2.6059e-05,2.5866e-05,2.6041e-05,2.574e-05,2.6297e-05,2.6244e-05,2.61e-05,2.6338e-05,2.5803e-05,2.6227e-05,2.6548e-05,2.6108e-05,2.5954e-05,2.626e-05,2.5653e-05,2.5931e-05,2.5801e-05,2.567e-05,2.5519e-05,2.5682e-05,2.6471e-05,2.6836e-05,2.5859e-05,2.5812e-05,2.5775e-05,2.5707e-05,2.5962e-05,2.6189e-05,2.5683e-05,2.5575e-05,2.5561e-05,2.5555e-05,2.6196e-05,2.6216e-05,2.6223e-05,2.5682e-05,2.5587e-05,2.6077e-05,2.5668e-05,2.6014e-05,2.5491e-05,2.6144e-05,2.552e-05,2.6015e-05,2.584e-05,2.5778e-05,2.5487e-05,4.7574e-05,2.6591e-05,2.6179e-05,2.5956e-05,2.5602e-05,2.5331e-05,2.5518e-05,2.6218e-05,2.6156e-05,2.553e-05,2.5879e-05,2.5396e-05,2.5859e-05,2.5888e-05,2.6113e-05,2.5692e-05,2.5613e-05,2.5679e-05,2.6125e-05,2.5734e-05,2.5946e-05,2.581e-05,2.5711e-05,2.5563e-05,2.6008e-05,2.5855e-05,2.5666e-05,2.5886e-05,2.6372e-05,2.6586e-05,2.5903e-05,2.5806e-05,2.5833e-05,2.5507e-05,2.5506e-05,2.5965e-05,2.5722e-05,2.5461e-05,2.5562e-05,2.5325e-05,2.6787e-05,2.5458e-05,2.5661e-05,2.5318e-05,2.566e-05
diverge100000,0.000206742,6.1508e-05,6.6748e-05,6.1073e-05,6.5601e-05,5.8054e-05,6.449e-05,6.0324e-05,6.5011e-05,7.331e-05,6.5157e-05,6.5037e-05,6.4668e-05,6.5012e-05,6.5373e-05,7.2508e-05,6.4226e-05,6.5163e-05,6.4553e-05,6.5359e-05,6.4115e-05,6.4753e-05,6.3703e-05,6.5052e-05,6.3647e-05,6.4918e-05,6.3978e-05,6.5148e-05,6.3754e-05,6.5137e-05,6.3621e-05,6.4793e-05,6.4252e-05,6.4584e-05,6.4241e-05,6.4611e-05,6.2967e-05,6.5181e-05,6.3555e-05,6.4896e-05,6.4199e-05,6.4534e-05,6.361e-05,6.4735e-05,6.3614e-05,6.4708e-05,6.3516e-05,6.4348e-05,6.387e-05,6.4788e-05,6.4214e-05,6.4861e-05,6.3792e-05,6.5924e-05,6.3086e-05,6.4234e-05,6.3967e-05,6.5469e-05,6.4664e-05,6.3322e-05,6.4024e-05,6.4773e-05,6.4247e-05,6.5303e-05,6.3919e-05,6.4368e-05,6.3411e-05,6.4068e-05,5.6343e-05,6.475e-05,6.3032e-05,6.4159e-05,6.3392e-05,6.5326e-05,6.3783e-05,6.5056e-05,6.2956e-05,6.4321e-05,6.3905e-05,6.4252e-05,6.2954e-05,6.4648e-05,6.4227e-05,6.4835e-05,6.3516e-05,6.5244e-05,6.3442e-05,6.4594e-05,6.2556e-05,6.5495e-05,6.3566e-05,6.379e-05,6.3408e-05,6.4854e-05,6.4014e-05,6.5092e-05,6.35e-05,6.4543e-05,6.3534e-05,6.5256e-05
diverge10000000,0.00109381,0.000821333,0.0008008,0.000787364,0.001832,0.000791926,0.00079111,0.000788897,0.000806742,0.000799403,0.000798583,0.0007962,0.00078842,0.000818447,0.000792058,0.000794542,0.000807723,0.00153909,0.000805561,0.000796126,0.000791844,0.00081,0.000798856,0.000795632,0.00079832,0.000789174,0.000788002,0.000786196,0.000820516,0.000784483,0.00545134,0.00075466,0.000763141,0.000740549,0.000738888,0.000739213,0.00074488,0.000739788,0.000739381,0.000740162,0.000741605,0.000736711,0.000737631,0.000738841,0.000741157,0.000735308,0.000738562,0.000741115,0.000738332,0.000736009,0.000756066,0.000736483,0.000734561,0.000739345,0.000738999,0.000735682,0.000735646,0.000737487,0.000707028,0.00071359,0.000705453,0.000706966,0.000705312,0.000709079,0.000703382,0.000706544,0.000700838,0.000707783,0.000703452,0.000705325,0.000703653,0.000703181,0.00070471,0.000703301,0.000702654,0.000705314,0.00070344,0.000703626,0.000705797,0.000698935,0.000707566,0.000702522,0.000709782,0.000709471,0.000712329,0.000705136,0.000720127,0.000707125,0.000704234,0.00070707,0.000705661,0.000706721,0.000704831,0.000709411,0.000702568,0.000703803,0.000701816,0.000703713,0.000707238,0.000704272
diverge100000000,0.00502221,0.00491644,0.00493312,0.00491532,0.00493341,0.00490686,0.0049165,0.00490155,0.00490377,0.00491102,0.00490592,0.00493733,0.00491371,0.00491579,0.00494821,0.0049489,0.00490436,0.00492022,0.00489832,0.00493225,0.00489594,0.00491895,0.004897,0.00492094,0.00490114,0.00493013,0.00491123,0.0049306,0.00490648,0.00490257,0.00490451,0.00493398,0.00491423,0.00492695,0.0049038,0.00491647,0.0049032,0.00493529,0.00491759,0.00491306,0.00492519,0.00489954,0.00492206,0.00491629,0.0049481,0.00490534,0.00492234,0.00489964,0.00492218,0.00494828,0.00493411,0.00491695,0.00495115,0.0049227,0.00491712,0.00490531,0.00492746,0.00490001,0.00491076,0.00491091,0.00492206,0.00490053,0.00490807,0.00491049,0.00490359,0.00491701,0.00490175,0.00490749,0.00490971,0.00495391,0.00491132,0.00492365,0.0049055,0.00492362,0.00489591,0.00491462,0.00489754,0.00492169,0.00491313,0.00491696,0.00490374,0.00492049,0.00490593,0.00491971,0.00489547,0.00491875,0.00490103,0.00491445,0.00489987,0.00489872,0.00489169,0.00492839,0.00490259,0.00491055,0.00490776,0.00490923,0.00491753,0.00490443,0.00494362,0.00491339
diverge1000000,0.000441059,0.000288696,0.000291257,0.000290151,0.000286426,0.000287614,0.000279328,0.00028773,0.000286252,0.00028687,0.000287098,0.000290483,0.00098686,0.000291877,0.00028813,0.000286641,0.000286254,0.000286221,0.000279922,0.000285861,0.000285023,0.000285689,0.000282786,0.000286569,0.000283669,0.000284669,0.000283507,0.000284097,0.000287043,0.00028366,0.000284555,0.000279507,0.000286316,0.000284325,0.000283891,0.000284369,0.000285128,0.00121276,0.000292034,0.000287488,0.00028843,0.000285835,0.000285719,0.000286759,0.0002859,0.000291741,0.000286524,0.000286008,0.000280764,0.000287921,0.000284401,0.00028512,0.000284523,0.00028513,0.000283241,0.000283909,0.000283947,0.000285129,0.000290791,0.00028281,0.000285175,0.000283237,0.000940025,0.000292194,0.000280665,0.000289421,0.000285546,0.000287835,0.00028598,0.000288777,0.000286179,0.000283985,0.000286592,0.000284665,0.000290299,0.000285269,0.000285561,0.000285495,0.000286879,0.000285095,0.000284014,0.000285379,0.000287113,0.000286421,0.000284129,0.000285687,0.000280943,0.000943953,0.000300404,0.000265463,0.000290066,0.000285535,0.000286261,0.000285424,0.000286968,0.000284762,0.000284067,0.000285116,0.000287075,0.000290496
